step,method,q,seed,ablation,alpha_mean,beta_mean
5079040,TEL-PPO,25.0,789,baseline,15844.5634765625,20012.99609375
5083136,TEL-PPO,25.0,789,baseline,15864.17578125,19983.62109375
5087232,TEL-PPO,25.0,789,baseline,15842.1650390625,19957.01171875
5091328,TEL-PPO,25.0,789,baseline,15792.2236328125,19962.26953125
5095424,TEL-PPO,25.0,789,baseline,15785.9111328125,19914.818359375
5099520,TEL-PPO,25.0,789,baseline,15820.39453125,19854.44140625
5103616,TEL-PPO,25.0,789,baseline,15848.9580078125,19806.419921875
5107712,TEL-PPO,25.0,789,baseline,15866.3046875,19768.203125
5111808,TEL-PPO,25.0,789,baseline,15856.0751953125,19764.228515625
5115904,TEL-PPO,25.0,789,baseline,15835.9833984375,19780.814453125
5120000,TEL-PPO,25.0,789,baseline,15805.3115234375,19823.580078125
5124096,TEL-PPO,25.0,789,baseline,15861.3115234375,19858.162109375
5128192,TEL-PPO,25.0,789,baseline,15848.3525390625,19810.6484375
5132288,TEL-PPO,25.0,789,baseline,15872.388671875,19778.236328125
5136384,TEL-PPO,25.0,789,baseline,15875.5693359375,19801.26953125
5140480,TEL-PPO,25.0,789,baseline,15904.9443359375,19780.140625
5144576,TEL-PPO,25.0,789,baseline,15875.818359375,19773.115234375
5148672,TEL-PPO,25.0,789,baseline,15908.2744140625,19708.62890625
5152768,TEL-PPO,25.0,789,baseline,15931.822265625,19668.66015625
5156864,TEL-PPO,25.0,789,baseline,15923.990234375,19646.880859375
5160960,TEL-PPO,25.0,789,baseline,15933.0634765625,19613.84765625
5165056,TEL-PPO,25.0,789,baseline,15951.9609375,19592.90625
5169152,TEL-PPO,25.0,789,baseline,15962.3037109375,19574.830078125
5173248,TEL-PPO,25.0,789,baseline,15962.814453125,19571.572265625
5177344,TEL-PPO,25.0,789,baseline,15991.1669921875,19527.23046875
5181440,TEL-PPO,25.0,789,baseline,15980.701171875,19486.416015625
5185536,TEL-PPO,25.0,789,baseline,15955.2783203125,19491.619140625
5189632,TEL-PPO,25.0,789,baseline,15926.5498046875,19516.91796875
5193728,TEL-PPO,25.0,789,baseline,15881.1357421875,19488.181640625
5197824,TEL-PPO,25.0,789,baseline,15882.4384765625,19455.58203125
5201920,TEL-PPO,25.0,789,baseline,15856.568359375,19490.923828125
5206016,TEL-PPO,25.0,789,baseline,15903.537109375,19550.0078125
5210112,TEL-PPO,25.0,789,baseline,15943.7548828125,19523.49609375
5214208,TEL-PPO,25.0,789,baseline,15938.69921875,19477.51171875
5218304,TEL-PPO,25.0,789,baseline,15924.5439453125,19483.8515625
5222400,TEL-PPO,25.0,789,baseline,15885.8828125,19517.859375
5226496,TEL-PPO,25.0,789,baseline,15880.126953125,19511.853515625
5230592,TEL-PPO,25.0,789,baseline,15898.732421875,19468.328125
5234688,TEL-PPO,25.0,789,baseline,15899.4208984375,19475.634765625
5238784,TEL-PPO,25.0,789,baseline,15940.748046875,19477.376953125
5242880,TEL-PPO,25.0,789,baseline,15912.302734375,19456.3203125
5246976,TEL-PPO,25.0,789,baseline,15918.1904296875,19444.93359375
5251072,TEL-PPO,25.0,789,baseline,15954.4658203125,19395.091796875
5255168,TEL-PPO,25.0,789,baseline,15971.2158203125,19382.990234375
5259264,TEL-PPO,25.0,789,baseline,15965.8193359375,19387.564453125
5263360,TEL-PPO,25.0,789,baseline,15946.1640625,19417.5
5267456,TEL-PPO,25.0,789,baseline,15906.59375,19473.443359375
5271552,TEL-PPO,25.0,789,baseline,15906.244140625,19486.51953125
5275648,TEL-PPO,25.0,789,baseline,15878.8359375,19533.890625
5279744,TEL-PPO,25.0,789,baseline,15858.6953125,19577.5859375
5283840,TEL-PPO,25.0,789,baseline,15878.2490234375,19571.69140625
5287936,TEL-PPO,25.0,789,baseline,15911.6796875,19534.583984375
5292032,TEL-PPO,25.0,789,baseline,15937.4482421875,19512.22265625
5296128,TEL-PPO,25.0,789,baseline,15956.98046875,19507.12109375
5300224,TEL-PPO,25.0,789,baseline,15971.951171875,19486.744140625
5304320,TEL-PPO,25.0,789,baseline,15994.5146484375,19444.310546875
5308416,TEL-PPO,25.0,789,baseline,15980.6748046875,19457.154296875
5312512,TEL-PPO,25.0,789,baseline,15945.919921875,19491.734375
5316608,TEL-PPO,25.0,789,baseline,15937.0654296875,19477.384765625
5320704,TEL-PPO,25.0,789,baseline,15928.404296875,19472.607421875
5324800,TEL-PPO,25.0,789,baseline,15918.0556640625,19455.333984375
5328896,TEL-PPO,25.0,789,baseline,15949.9091796875,19419.390625
5332992,TEL-PPO,25.0,789,baseline,15961.6796875,19405.787109375
5337088,TEL-PPO,25.0,789,baseline,16010.2841796875,19432.212890625
5341184,TEL-PPO,25.0,789,baseline,16020.1640625,19452.845703125
5345280,TEL-PPO,25.0,789,baseline,15964.4443359375,19480.640625
5349376,TEL-PPO,25.0,789,baseline,15981.5732421875,19489.888671875
5353472,TEL-PPO,25.0,789,baseline,15989.099609375,19488.607421875
5357568,TEL-PPO,25.0,789,baseline,15988.9677734375,19491.08984375
5361664,TEL-PPO,25.0,789,baseline,15961.578125,19538.20703125
5365760,TEL-PPO,25.0,789,baseline,15949.12109375,19578.83203125
5369856,TEL-PPO,25.0,789,baseline,15989.955078125,19569.455078125
5373952,TEL-PPO,25.0,789,baseline,15972.81640625,19607.921875
5378048,TEL-PPO,25.0,789,baseline,16005.7412109375,19589.140625
5382144,TEL-PPO,25.0,789,baseline,16031.953125,19563.404296875
5386240,TEL-PPO,25.0,789,baseline,16046.3203125,19529.19921875
5390336,TEL-PPO,25.0,789,baseline,16061.029296875,19571.966796875
5394432,TEL-PPO,25.0,789,baseline,16052.611328125,19621.759765625
5398528,TEL-PPO,25.0,789,baseline,16012.837890625,19691.53515625
5402624,TEL-PPO,25.0,789,baseline,15982.4111328125,19750.380859375
5406720,TEL-PPO,25.0,789,baseline,15983.318359375,19779.15234375
5410816,TEL-PPO,25.0,789,baseline,16001.7568359375,19820.15625
5414912,TEL-PPO,25.0,789,baseline,15981.16015625,19864.279296875
5419008,TEL-PPO,25.0,789,baseline,15973.4033203125,19898.59765625
5423104,TEL-PPO,25.0,789,baseline,15969.0087890625,19934.810546875
5427200,TEL-PPO,25.0,789,baseline,15973.9853515625,19968.919921875
5431296,TEL-PPO,25.0,789,baseline,15999.7353515625,19943.736328125
5435392,TEL-PPO,25.0,789,baseline,16047.69921875,19967.9375
5439488,TEL-PPO,25.0,789,baseline,16084.6533203125,20059.751953125
5443584,TEL-PPO,25.0,789,baseline,16112.0380859375,20105.48046875
5447680,TEL-PPO,25.0,789,baseline,16167.6513671875,20076.546875
5451776,TEL-PPO,25.0,789,baseline,16247.041015625,20147.916015625
5455872,TEL-PPO,25.0,789,baseline,16328.6708984375,20260.67578125
5459968,TEL-PPO,25.0,789,baseline,16329.74609375,20307.828125
5464064,TEL-PPO,25.0,789,baseline,16352.5576171875,20349.72265625
5468160,TEL-PPO,25.0,789,baseline,16377.396484375,20350.814453125
5472256,TEL-PPO,25.0,789,baseline,16388.314453125,20412.876953125
5476352,TEL-PPO,25.0,789,baseline,16382.9443359375,20459.6640625
5480448,TEL-PPO,25.0,789,baseline,16429.080078125,20469.029296875
5484544,TEL-PPO,25.0,789,baseline,16472.021484375,20423.537109375
5488640,TEL-PPO,25.0,789,baseline,16507.7109375,20387.8359375
5492736,TEL-PPO,25.0,789,baseline,16537.19921875,20359.6796875
5496832,TEL-PPO,25.0,789,baseline,16550.162109375,20366.904296875
5500928,TEL-PPO,25.0,789,baseline,16567.49609375,20336.9609375
5505024,TEL-PPO,25.0,789,baseline,16539.552734375,20351.748046875
5509120,TEL-PPO,25.0,789,baseline,16547.83984375,20327.431640625
5513216,TEL-PPO,25.0,789,baseline,16575.220703125,20266.791015625
5517312,TEL-PPO,25.0,789,baseline,16565.814453125,20253.501953125
5521408,TEL-PPO,25.0,789,baseline,16535.888671875,20284.40625
5525504,TEL-PPO,25.0,789,baseline,16499.90625,20291.90234375
5529600,TEL-PPO,25.0,789,baseline,16482.328125,20284.205078125
5533696,TEL-PPO,25.0,789,baseline,16478.56640625,20256.26171875
5537792,TEL-PPO,25.0,789,baseline,16449.001953125,20252.216796875
5541888,TEL-PPO,25.0,789,baseline,16441.611328125,20246.193359375
5545984,TEL-PPO,25.0,789,baseline,16463.501953125,20211.185546875
5550080,TEL-PPO,25.0,789,baseline,16461.623046875,20216.619140625
5554176,TEL-PPO,25.0,789,baseline,16465.4921875,20224.4921875
5558272,TEL-PPO,25.0,789,baseline,16451.96875,20259.859375
5562368,TEL-PPO,25.0,789,baseline,16405.23046875,20322.17578125
5566464,TEL-PPO,25.0,789,baseline,16367.8076171875,20373.216796875
5570560,TEL-PPO,25.0,789,baseline,16385.30078125,20344.234375
5574656,TEL-PPO,25.0,789,baseline,16379.099609375,20400.51171875
5578752,TEL-PPO,25.0,789,baseline,16406.984375,20374.72265625
5582848,TEL-PPO,25.0,789,baseline,16398.703125,20374.57421875
5586944,TEL-PPO,25.0,789,baseline,16434.533203125,20358.287109375
5591040,TEL-PPO,25.0,789,baseline,16443.9921875,20377.2421875
5595136,TEL-PPO,25.0,789,baseline,16420.46875,20402.65625
5599232,TEL-PPO,25.0,789,baseline,16433.9140625,20375.619140625
5603328,TEL-PPO,25.0,789,baseline,16409.775390625,20372.201171875
5607424,TEL-PPO,25.0,789,baseline,16399.35546875,20370.69921875
5611520,TEL-PPO,25.0,789,baseline,16388.373046875,20355.140625
5615616,TEL-PPO,25.0,789,baseline,16346.2578125,20290.7109375
5619712,TEL-PPO,25.0,789,baseline,16330.8466796875,20217.095703125
5623808,TEL-PPO,25.0,789,baseline,16294.27734375,20185.189453125
5627904,TEL-PPO,25.0,789,baseline,16261.0126953125,20200.025390625
5632000,TEL-PPO,25.0,789,baseline,16276.658203125,20167.451171875
5636096,TEL-PPO,25.0,789,baseline,16316.1708984375,20110.087890625
5640192,TEL-PPO,25.0,789,baseline,16348.1220703125,20063.591796875
5644288,TEL-PPO,25.0,789,baseline,16331.23828125,20046.8046875
5648384,TEL-PPO,25.0,789,baseline,16281.9609375,19982.82421875
5652480,TEL-PPO,25.0,789,baseline,16300.080078125,19937.484375
5656576,TEL-PPO,25.0,789,baseline,16309.9443359375,19908.697265625
5660672,TEL-PPO,25.0,789,baseline,16325.00390625,19870.681640625
5664768,TEL-PPO,25.0,789,baseline,16336.453125,19825.6171875
5668864,TEL-PPO,25.0,789,baseline,16332.5126953125,19764.552734375
5672960,TEL-PPO,25.0,789,baseline,16276.2880859375,19654.11328125
5677056,TEL-PPO,25.0,789,baseline,16276.5986328125,19630.48046875
5681152,TEL-PPO,25.0,789,baseline,16280.9482421875,19620.25390625
5685248,TEL-PPO,25.0,789,baseline,16257.3095703125,19657.09765625
5689344,TEL-PPO,25.0,789,baseline,16273.5126953125,19621.7109375
5693440,TEL-PPO,25.0,789,baseline,16316.345703125,19556.412109375
5697536,TEL-PPO,25.0,789,baseline,16350.2509765625,19502.62109375
5701632,TEL-PPO,25.0,789,baseline,16319.0380859375,19542.83203125
5705728,TEL-PPO,25.0,789,baseline,16295.38671875,19571.7265625
5709824,TEL-PPO,25.0,789,baseline,16327.7890625,19512.71484375
5713920,TEL-PPO,25.0,789,baseline,16353.18359375,19476.96875
5718016,TEL-PPO,25.0,789,baseline,16339.5068359375,19458.634765625
5722112,TEL-PPO,25.0,789,baseline,16306.666015625,19439.154296875
5726208,TEL-PPO,25.0,789,baseline,16275.6904296875,19459.4765625
5730304,TEL-PPO,25.0,789,baseline,16229.1943359375,19520.65625
5734400,TEL-PPO,25.0,789,baseline,16248.16015625,19564.55078125
5738496,TEL-PPO,25.0,789,baseline,16276.0986328125,19561.27734375
5742592,TEL-PPO,25.0,789,baseline,16273.96875,19589.09375
5746688,TEL-PPO,25.0,789,baseline,16274.216796875,19600.49609375
5750784,TEL-PPO,25.0,789,baseline,16298.44921875,19598.240234375
5754880,TEL-PPO,25.0,789,baseline,16299.6875,19603.33203125
5758976,TEL-PPO,25.0,789,baseline,16252.8291015625,19644.51953125
5763072,TEL-PPO,25.0,789,baseline,16225.1298828125,19677.80078125
5767168,TEL-PPO,25.0,789,baseline,16214.6044921875,19732.416015625
5771264,TEL-PPO,25.0,789,baseline,16223.3544921875,19787.32421875
5775360,TEL-PPO,25.0,789,baseline,16251.4375,19794.294921875
5779456,TEL-PPO,25.0,789,baseline,16303.1708984375,19754.478515625
5783552,TEL-PPO,25.0,789,baseline,16337.5703125,19730.18359375
5787648,TEL-PPO,25.0,789,baseline,16338.8095703125,19768.462890625
5791744,TEL-PPO,25.0,789,baseline,16320.34765625,19825.6328125
5795840,TEL-PPO,25.0,789,baseline,16315.76953125,19865.33984375
5799936,TEL-PPO,25.0,789,baseline,16335.76953125,19903.47265625
5804032,TEL-PPO,25.0,789,baseline,16364.7431640625,19925.798828125
5808128,TEL-PPO,25.0,789,baseline,16389.572265625,19924.810546875
5812224,TEL-PPO,25.0,789,baseline,16387.6171875,19910.177734375
5816320,TEL-PPO,25.0,789,baseline,16372.2548828125,19935.642578125
5820416,TEL-PPO,25.0,789,baseline,16338.697265625,19991.072265625
5824512,TEL-PPO,25.0,789,baseline,16311.8310546875,20036.3984375
5828608,TEL-PPO,25.0,789,baseline,16299.095703125,20085.296875
5832704,TEL-PPO,25.0,789,baseline,16340.51171875,20042.91015625
5836800,TEL-PPO,25.0,789,baseline,16374.806640625,20013.357421875
5840896,TEL-PPO,25.0,789,baseline,16374.4990234375,20012.95703125
5844992,TEL-PPO,25.0,789,baseline,16344.33203125,20057.470703125
5849088,TEL-PPO,25.0,789,baseline,16372.9638671875,20087.158203125
5853184,TEL-PPO,25.0,789,baseline,16401.228515625,20058.759765625
5857280,TEL-PPO,25.0,789,baseline,16421.189453125,20093.345703125
5861376,TEL-PPO,25.0,789,baseline,16436.880859375,20123.154296875
5865472,TEL-PPO,25.0,789,baseline,16460.373046875,20106.3515625
5869568,TEL-PPO,25.0,789,baseline,16414.482421875,20083.146484375
5873664,TEL-PPO,25.0,789,baseline,16419.35546875,20047.45703125
5877760,TEL-PPO,25.0,789,baseline,16425.42578125,20034.576171875
5881856,TEL-PPO,25.0,789,baseline,16461.044921875,19984.974609375
5885952,TEL-PPO,25.0,789,baseline,16488.84765625,19948.1484375
5890048,TEL-PPO,25.0,789,baseline,16473.38671875,19945.060546875
5894144,TEL-PPO,25.0,789,baseline,16435.8125,19991.55078125
5898240,TEL-PPO,25.0,789,baseline,16439.408203125,19943.447265625
5902336,TEL-PPO,25.0,789,baseline,16392.154296875,19947.744140625
5906432,TEL-PPO,25.0,789,baseline,16370.2314453125,19921.17578125
5910528,TEL-PPO,25.0,789,baseline,16351.6796875,19902.748046875
5914624,TEL-PPO,25.0,789,baseline,16338.951171875,19878.048828125
5918720,TEL-PPO,25.0,789,baseline,16349.78515625,19827.1796875
5922816,TEL-PPO,25.0,789,baseline,16332.4931640625,19813.50390625
5926912,TEL-PPO,25.0,789,baseline,16323.279296875,19805.4609375
5931008,TEL-PPO,25.0,789,baseline,16317.53125,19812.125
5935104,TEL-PPO,25.0,789,baseline,16358.7509765625,19789.466796875
5939200,TEL-PPO,25.0,789,baseline,16386.6796875,19835.09375
5943296,TEL-PPO,25.0,789,baseline,16391.453125,19845.58984375
5947392,TEL-PPO,25.0,789,baseline,16396.888671875,19853.904296875
5951488,TEL-PPO,25.0,789,baseline,16370.9072265625,19902.890625
5955584,TEL-PPO,25.0,789,baseline,16363.48046875,19948.89453125
5959680,TEL-PPO,25.0,789,baseline,16373.39453125,19948.791015625
5963776,TEL-PPO,25.0,789,baseline,16377.7060546875,19948.228515625
5967872,TEL-PPO,25.0,789,baseline,16356.7373046875,19966.7578125
5971968,TEL-PPO,25.0,789,baseline,16340.44140625,19967.90625
5976064,TEL-PPO,25.0,789,baseline,16305.3173828125,20017.90625
5980160,TEL-PPO,25.0,789,baseline,16324.9296875,19975.73828125
5984256,TEL-PPO,25.0,789,baseline,16292.6630859375,20017.5
5988352,TEL-PPO,25.0,789,baseline,16299.935546875,20024.662109375
5992448,TEL-PPO,25.0,789,baseline,16279.0703125,20073.27734375
5996544,TEL-PPO,25.0,789,baseline,16262.2666015625,20108.689453125
6000640,TEL-PPO,25.0,789,baseline,16313.046875,20067.140625
6004736,TEL-PPO,25.0,789,baseline,16342.5283203125,20034.001953125
6008832,TEL-PPO,25.0,789,baseline,16356.4873046875,20033.6015625
6012928,TEL-PPO,25.0,789,baseline,16360.853515625,20043.748046875
6017024,TEL-PPO,25.0,789,baseline,16380.9306640625,20072.078125
6021120,TEL-PPO,25.0,789,baseline,16357.08984375,20001.673828125
6025216,TEL-PPO,25.0,789,baseline,16352.751953125,19979.330078125
6029312,TEL-PPO,25.0,789,baseline,16323.9306640625,20042.78515625
6033408,TEL-PPO,25.0,789,baseline,16302.2333984375,20086.708984375
6037504,TEL-PPO,25.0,789,baseline,16404.5703125,20187.91796875
6041600,TEL-PPO,25.0,789,baseline,16471.92578125,20270.396484375
6045696,TEL-PPO,25.0,789,baseline,16470.509765625,20334.314453125
6049792,TEL-PPO,25.0,789,baseline,16491.13671875,20352.568359375
6053888,TEL-PPO,25.0,789,baseline,16520.369140625,20335.447265625
6057984,TEL-PPO,25.0,789,baseline,16504.03125,20370.447265625
6062080,TEL-PPO,25.0,789,baseline,16463.400390625,20427.685546875
6066176,TEL-PPO,25.0,789,baseline,16429.611328125,20472.939453125
6070272,TEL-PPO,25.0,789,baseline,16410.1796875,20511.498046875
6074368,TEL-PPO,25.0,789,baseline,16402.51953125,20564.8984375
6078464,TEL-PPO,25.0,789,baseline,16460.08984375,20534.984375
6082560,TEL-PPO,25.0,789,baseline,16463.53125,20597.580078125
6086656,TEL-PPO,25.0,789,baseline,16474.900390625,20657.728515625
6090752,TEL-PPO,25.0,789,baseline,16448.248046875,20721.306640625
6094848,TEL-PPO,25.0,789,baseline,16431.603515625,20772.6171875
6098944,TEL-PPO,25.0,789,baseline,16461.1484375,20823.9453125
6103040,TEL-PPO,25.0,789,baseline,16505.59765625,20828.2578125
6107136,TEL-PPO,25.0,789,baseline,16555.876953125,20769.826171875
6111232,TEL-PPO,25.0,789,baseline,16595.888671875,20721.568359375
6115328,TEL-PPO,25.0,789,baseline,16628.984375,20723.546875
6119424,TEL-PPO,25.0,789,baseline,16668.53515625,20696.595703125
6123520,TEL-PPO,25.0,789,baseline,16666.634765625,20701.263671875
6127616,TEL-PPO,25.0,789,baseline,16683.5390625,20676.02734375
6131712,TEL-PPO,25.0,789,baseline,16667.9140625,20682.4765625
6135808,TEL-PPO,25.0,789,baseline,16656.0859375,20719.66796875
6139904,TEL-PPO,25.0,789,baseline,16613.654296875,20788.638671875
0,TEL-PPO,40.0,42,baseline,91.57,88.16
4096,TEL-PPO,40.0,42,baseline,89.43,90.79
8192,TEL-PPO,40.0,42,baseline,87.26,93.42
12288,TEL-PPO,40.0,42,baseline,85.09,96.06
16384,TEL-PPO,40.0,42,baseline,82.44,99.18
20480,TEL-PPO,40.0,42,baseline,79.77,102.26
24576,TEL-PPO,40.0,42,baseline,77.48,104.72
28672,TEL-PPO,40.0,42,baseline,75.67,106.7
32768,TEL-PPO,40.0,42,baseline,73.46,109.17
36864,TEL-PPO,40.0,42,baseline,70.82,112.02
40960,TEL-PPO,40.0,42,baseline,68.25,114.8
45056,TEL-PPO,40.0,42,baseline,66.21,117.09
49152,TEL-PPO,40.0,42,baseline,63.91,119.77
53248,TEL-PPO,40.0,42,baseline,62.11,121.87
57344,TEL-PPO,40.0,42,baseline,60.12,124.23
61440,TEL-PPO,40.0,42,baseline,58.38,126.32
65536,TEL-PPO,40.0,42,baseline,56.72,128.5
69632,TEL-PPO,40.0,42,baseline,55.26,130.6
73728,TEL-PPO,40.0,42,baseline,54.17,132.33
77824,TEL-PPO,40.0,42,baseline,53.33,133.97
81920,TEL-PPO,40.0,42,baseline,106.91,274.25
86016,TEL-PPO,40.0,42,baseline,161.3,419.13
90112,TEL-PPO,40.0,42,baseline,217.1,569.09
94208,TEL-PPO,40.0,42,baseline,274.88,725.17
98304,TEL-PPO,40.0,42,baseline,334.66,886.52
102400,TEL-PPO,40.0,42,baseline,396.47,1050.1
106496,TEL-PPO,40.0,42,baseline,460.59,1217.97
110592,TEL-PPO,40.0,42,baseline,526.65,1395.3
114688,TEL-PPO,40.0,42,baseline,595.36,1580.19
118784,TEL-PPO,40.0,42,baseline,665.84,1766.86
122880,TEL-PPO,40.0,42,baseline,737.53,1960.71
126976,TEL-PPO,40.0,42,baseline,815.79,2159.68
131072,TEL-PPO,40.0,42,baseline,895.99,2368.68
135168,TEL-PPO,40.0,42,baseline,974.14,2589.58
139264,TEL-PPO,40.0,42,baseline,1060.67,2811.27
143360,TEL-PPO,40.0,42,baseline,1145.46,3048.5
147456,TEL-PPO,40.0,42,baseline,1239.1,3282.58
151552,TEL-PPO,40.0,42,baseline,1328.1,3533.21
155648,TEL-PPO,40.0,42,baseline,1418.68,3779.4
159744,TEL-PPO,40.0,42,baseline,1513.96,4028.1
163840,TEL-PPO,40.0,42,baseline,1612.31,4300.1
167936,TEL-PPO,40.0,42,baseline,1719.61,4565.82
172032,TEL-PPO,40.0,42,baseline,1820.26,4836.38
176128,TEL-PPO,40.0,42,baseline,1934.48,5129.49
180224,TEL-PPO,40.0,42,baseline,2042.61,5413.16
184320,TEL-PPO,40.0,42,baseline,2148.45,5698.96
188416,TEL-PPO,40.0,42,baseline,2272.12,6047.22
192512,TEL-PPO,40.0,42,baseline,2395.82,6396.42
196608,TEL-PPO,40.0,42,baseline,2513.07,6741.6
200704,TEL-PPO,40.0,42,baseline,2636.82,7042.57
204800,TEL-PPO,40.0,42,baseline,2750.69,7357.92
208896,TEL-PPO,40.0,42,baseline,2857.24,7672.53
212992,TEL-PPO,40.0,42,baseline,2980.04,8006.76
217088,TEL-PPO,40.0,42,baseline,3111.35,8367.26
221184,TEL-PPO,40.0,42,baseline,3230.54,8706.3
225280,TEL-PPO,40.0,42,baseline,3357.51,9058.35
229376,TEL-PPO,40.0,42,baseline,3489.73,9432.85
233472,TEL-PPO,40.0,42,baseline,3656.46,9858.34
237568,TEL-PPO,40.0,42,baseline,3815.87,10252.84
241664,TEL-PPO,40.0,42,baseline,3943.56,10555.35
245760,TEL-PPO,40.0,42,baseline,4075.55,10884.78
249856,TEL-PPO,40.0,42,baseline,4192.16,11186.58
253952,TEL-PPO,40.0,42,baseline,4311.63,11529.77
258048,TEL-PPO,40.0,42,baseline,4428.71,11835.4
262144,TEL-PPO,40.0,42,baseline,4556.07,12131.4
266240,TEL-PPO,40.0,42,baseline,4684.16,12375.21
270336,TEL-PPO,40.0,42,baseline,4807.95,12691.39
274432,TEL-PPO,40.0,42,baseline,4934.71,13001.96
278528,TEL-PPO,40.0,42,baseline,5034.1,13298.02
282624,TEL-PPO,40.0,42,baseline,5168.03,13612.01
286720,TEL-PPO,40.0,42,baseline,5207.13,13726.52
290816,TEL-PPO,40.0,42,baseline,5233.71,13864.71
294912,TEL-PPO,40.0,42,baseline,5231.95,13916.96
299008,TEL-PPO,40.0,42,baseline,5256.02,13917.7
303104,TEL-PPO,40.0,42,baseline,5277.65,14027.21
307200,TEL-PPO,40.0,42,baseline,5269.88,13979.43
311296,TEL-PPO,40.0,42,baseline,5261.2,14015.13
315392,TEL-PPO,40.0,42,baseline,5275.7,14050.65
319488,TEL-PPO,40.0,42,baseline,5300.0,14077.9
323584,TEL-PPO,40.0,42,baseline,5314.08,14115.3
327680,TEL-PPO,40.0,42,baseline,5341.39,14175.1
331776,TEL-PPO,40.0,42,baseline,5368.29,14180.06
335872,TEL-PPO,40.0,42,baseline,5393.03,14246.23
339968,TEL-PPO,40.0,42,baseline,5391.38,14238.8
344064,TEL-PPO,40.0,42,baseline,5371.68,14268.94
348160,TEL-PPO,40.0,42,baseline,5383.35,14310.44
352256,TEL-PPO,40.0,42,baseline,5419.86,14382.16
356352,TEL-PPO,40.0,42,baseline,5448.7,14423.39
360448,TEL-PPO,40.0,42,baseline,5467.22,14476.23
364544,TEL-PPO,40.0,42,baseline,5458.08,14519.41
368640,TEL-PPO,40.0,42,baseline,5468.09,14603.53
372736,TEL-PPO,40.0,42,baseline,5489.4,14688.97
376832,TEL-PPO,40.0,42,baseline,5518.05,14726.44
380928,TEL-PPO,40.0,42,baseline,5576.49,14901.59
385024,TEL-PPO,40.0,42,baseline,5586.03,14997.61
389120,TEL-PPO,40.0,42,baseline,5619.6,15128.05
393216,TEL-PPO,40.0,42,baseline,5637.37,15187.87
397312,TEL-PPO,40.0,42,baseline,5621.41,15229.2
401408,TEL-PPO,40.0,42,baseline,5613.14,15266.56
405504,TEL-PPO,40.0,42,baseline,5602.76,15298.13
409600,TEL-PPO,40.0,42,baseline,5611.34,15337.17
413696,TEL-PPO,40.0,42,baseline,5599.27,15378.25
417792,TEL-PPO,40.0,42,baseline,5606.93,15440.05
421888,TEL-PPO,40.0,42,baseline,5602.91,15495.55
425984,TEL-PPO,40.0,42,baseline,5639.59,15556.3
430080,TEL-PPO,40.0,42,baseline,5667.17,15629.07
434176,TEL-PPO,40.0,42,baseline,5682.9,15660.05
438272,TEL-PPO,40.0,42,baseline,5714.14,15669.53
442368,TEL-PPO,40.0,42,baseline,5728.69,15731.38
446464,TEL-PPO,40.0,42,baseline,5766.68,15817.61
450560,TEL-PPO,40.0,42,baseline,5813.65,15921.54
454656,TEL-PPO,40.0,42,baseline,5854.49,15960.12
458752,TEL-PPO,40.0,42,baseline,5851.31,16041.65
462848,TEL-PPO,40.0,42,baseline,5897.88,16156.64
466944,TEL-PPO,40.0,42,baseline,5938.56,16214.67
471040,TEL-PPO,40.0,42,baseline,5949.62,16293.08
475136,TEL-PPO,40.0,42,baseline,5965.06,16322.4
479232,TEL-PPO,40.0,42,baseline,5976.36,16347.52
483328,TEL-PPO,40.0,42,baseline,5970.56,16375.9
487424,TEL-PPO,40.0,42,baseline,5982.69,16397.58
491520,TEL-PPO,40.0,42,baseline,5996.99,16432.01
495616,TEL-PPO,40.0,42,baseline,6028.38,16419.04
499712,TEL-PPO,40.0,42,baseline,6047.18,16431.49
503808,TEL-PPO,40.0,42,baseline,6082.2,16555.48
507904,TEL-PPO,40.0,42,baseline,6119.97,16607.6
512000,TEL-PPO,40.0,42,baseline,6131.15,16690.49
516096,TEL-PPO,40.0,42,baseline,6140.92,16736.09
520192,TEL-PPO,40.0,42,baseline,6166.7,16758.63
524288,TEL-PPO,40.0,42,baseline,6189.0,16729.44
528384,TEL-PPO,40.0,42,baseline,6181.67,16775.18
532480,TEL-PPO,40.0,42,baseline,6193.78,16792.27
536576,TEL-PPO,40.0,42,baseline,6190.33,16840.84
540672,TEL-PPO,40.0,42,baseline,6212.57,16830.99
544768,TEL-PPO,40.0,42,baseline,6226.8,16850.56
548864,TEL-PPO,40.0,42,baseline,6247.26,16881.37
552960,TEL-PPO,40.0,42,baseline,6239.85,16929.23
557056,TEL-PPO,40.0,42,baseline,6252.28,16944.41
561152,TEL-PPO,40.0,42,baseline,6232.73,17000.03
565248,TEL-PPO,40.0,42,baseline,6216.48,17032.82
569344,TEL-PPO,40.0,42,baseline,6233.33,17039.71
573440,TEL-PPO,40.0,42,baseline,6259.34,17161.77
577536,TEL-PPO,40.0,42,baseline,6290.61,17209.78
581632,TEL-PPO,40.0,42,baseline,6317.14,17193.07
585728,TEL-PPO,40.0,42,baseline,6327.69,17242.71
589824,TEL-PPO,40.0,42,baseline,6334.49,17308.17
593920,TEL-PPO,40.0,42,baseline,6345.96,17375.66
598016,TEL-PPO,40.0,42,baseline,6350.54,17462.74
602112,TEL-PPO,40.0,42,baseline,6327.03,17516.8
606208,TEL-PPO,40.0,42,baseline,6320.56,17609.2
