step,method,q,seed,ablation,effort_mean,theoretical_effort
4186112,TEL-PPO,40.0,1024,baseline,63.30582995619626,54.6875
4186112,TEL-PPO,40.0,1024,baseline,63.30582995619626,54.6875
4190208,TEL-PPO,40.0,1024,baseline,63.19030332844707,54.6875
4190208,TEL-PPO,40.0,1024,baseline,63.19030332844707,54.6875
4190208,TEL-PPO,40.0,1024,baseline,63.19030332844707,54.6875
4194304,TEL-PPO,40.0,1024,baseline,62.93144709477194,54.6875
4194304,TEL-PPO,40.0,1024,baseline,62.93144709477194,54.6875
4194304,TEL-PPO,40.0,1024,baseline,62.93144709477194,54.6875
4198400,TEL-PPO,40.0,1024,baseline,63.221892861183704,54.6875
4198400,TEL-PPO,40.0,1024,baseline,63.221892861183704,54.6875
4198400,TEL-PPO,40.0,1024,baseline,63.221892861183704,54.6875
4202496,TEL-PPO,40.0,1024,baseline,63.212402533274165,54.6875
4202496,TEL-PPO,40.0,1024,baseline,63.212402533274165,54.6875
4202496,TEL-PPO,40.0,1024,baseline,63.212402533274165,54.6875
4206592,TEL-PPO,40.0,1024,baseline,62.970429212786314,54.6875
4206592,TEL-PPO,40.0,1024,baseline,62.970429212786314,54.6875
4206592,TEL-PPO,40.0,1024,baseline,62.970429212786314,54.6875
4210688,TEL-PPO,40.0,1024,baseline,63.30352192185818,54.6875
4210688,TEL-PPO,40.0,1024,baseline,63.30352192185818,54.6875
4210688,TEL-PPO,40.0,1024,baseline,63.30352192185818,54.6875
4214784,TEL-PPO,40.0,1024,baseline,63.250052383635115,54.6875
4214784,TEL-PPO,40.0,1024,baseline,63.250052383635115,54.6875
4214784,TEL-PPO,40.0,1024,baseline,63.250052383635115,54.6875
4218880,TEL-PPO,40.0,1024,baseline,63.17247601877894,54.6875
4218880,TEL-PPO,40.0,1024,baseline,63.17247601877894,54.6875
4218880,TEL-PPO,40.0,1024,baseline,63.17247601877894,54.6875
4222976,TEL-PPO,40.0,1024,baseline,63.433686450123716,54.6875
4222976,TEL-PPO,40.0,1024,baseline,63.433686450123716,54.6875
4222976,TEL-PPO,40.0,1024,baseline,63.433686450123716,54.6875
4227072,TEL-PPO,40.0,1024,baseline,63.45960168633603,54.6875
4227072,TEL-PPO,40.0,1024,baseline,63.45960168633603,54.6875
4227072,TEL-PPO,40.0,1024,baseline,63.45960168633603,54.6875
4231168,TEL-PPO,40.0,1024,baseline,63.58268176997076,54.6875
4231168,TEL-PPO,40.0,1024,baseline,63.58268176997076,54.6875
4231168,TEL-PPO,40.0,1024,baseline,63.58268176997076,54.6875
4235264,TEL-PPO,40.0,1024,baseline,63.81089079380044,54.6875
4235264,TEL-PPO,40.0,1024,baseline,63.81089079380044,54.6875
4235264,TEL-PPO,40.0,1024,baseline,63.81089079380044,54.6875
4239360,TEL-PPO,40.0,1024,baseline,63.66301892278722,54.6875
4239360,TEL-PPO,40.0,1024,baseline,63.66301892278722,54.6875
4239360,TEL-PPO,40.0,1024,baseline,63.66301892278722,54.6875
4243456,TEL-PPO,40.0,1024,baseline,63.55152928084141,54.6875
4243456,TEL-PPO,40.0,1024,baseline,63.55152928084141,54.6875
4243456,TEL-PPO,40.0,1024,baseline,63.55152928084141,54.6875
4247552,TEL-PPO,40.0,1024,baseline,63.51823900965974,54.6875
4247552,TEL-PPO,40.0,1024,baseline,63.51823900965974,54.6875
4247552,TEL-PPO,40.0,1024,baseline,63.51823900965974,54.6875
4251648,TEL-PPO,40.0,1024,baseline,63.44135524285951,54.6875
4251648,TEL-PPO,40.0,1024,baseline,63.44135524285951,54.6875
4251648,TEL-PPO,40.0,1024,baseline,63.44135524285951,54.6875
4255744,TEL-PPO,40.0,1024,baseline,63.66432673577225,54.6875
4255744,TEL-PPO,40.0,1024,baseline,63.66432673577225,54.6875
4255744,TEL-PPO,40.0,1024,baseline,63.66432673577225,54.6875
4259840,TEL-PPO,40.0,1024,baseline,63.70193331269546,54.6875
4259840,TEL-PPO,40.0,1024,baseline,63.70193331269546,54.6875
4259840,TEL-PPO,40.0,1024,baseline,63.70193331269546,54.6875
4263936,TEL-PPO,40.0,1024,baseline,63.47989182081078,54.6875
4263936,TEL-PPO,40.0,1024,baseline,63.47989182081078,54.6875
4263936,TEL-PPO,40.0,1024,baseline,63.47989182081078,54.6875
4268032,TEL-PPO,40.0,1024,baseline,63.17082984792074,54.6875
4268032,TEL-PPO,40.0,1024,baseline,63.17082984792074,54.6875
4268032,TEL-PPO,40.0,1024,baseline,63.17082984792074,54.6875
4272128,TEL-PPO,40.0,1024,baseline,63.30054091801867,54.6875
4272128,TEL-PPO,40.0,1024,baseline,63.30054091801867,54.6875
4272128,TEL-PPO,40.0,1024,baseline,63.30054091801867,54.6875
4276224,TEL-PPO,40.0,1024,baseline,63.196990774013145,54.6875
4276224,TEL-PPO,40.0,1024,baseline,63.196990774013145,54.6875
4276224,TEL-PPO,40.0,1024,baseline,63.196990774013145,54.6875
4280320,TEL-PPO,40.0,1024,baseline,63.43738603917886,54.6875
4280320,TEL-PPO,40.0,1024,baseline,63.43738603917886,54.6875
4280320,TEL-PPO,40.0,1024,baseline,63.43738603917886,54.6875
4284416,TEL-PPO,40.0,1024,baseline,62.98738207668069,54.6875
4284416,TEL-PPO,40.0,1024,baseline,62.98738207668069,54.6875
4284416,TEL-PPO,40.0,1024,baseline,62.98738207668069,54.6875
4288512,TEL-PPO,40.0,1024,baseline,63.308106447104535,54.6875
4288512,TEL-PPO,40.0,1024,baseline,63.308106447104535,54.6875
4288512,TEL-PPO,40.0,1024,baseline,63.308106447104535,54.6875
4292608,TEL-PPO,40.0,1024,baseline,62.937298639677415,54.6875
4292608,TEL-PPO,40.0,1024,baseline,62.937298639677415,54.6875
4292608,TEL-PPO,40.0,1024,baseline,62.937298639677415,54.6875
4296704,TEL-PPO,40.0,1024,baseline,62.77095248270774,54.6875
4296704,TEL-PPO,40.0,1024,baseline,62.77095248270774,54.6875
4296704,TEL-PPO,40.0,1024,baseline,62.77095248270774,54.6875
4300800,TEL-PPO,40.0,1024,baseline,62.829487680923236,54.6875
4300800,TEL-PPO,40.0,1024,baseline,62.829487680923236,54.6875
4300800,TEL-PPO,40.0,1024,baseline,62.829487680923236,54.6875
4304896,TEL-PPO,40.0,1024,baseline,62.652587130665744,54.6875
4304896,TEL-PPO,40.0,1024,baseline,62.652587130665744,54.6875
4304896,TEL-PPO,40.0,1024,baseline,62.652587130665744,54.6875
4308992,TEL-PPO,40.0,1024,baseline,62.72871058480811,54.6875
4308992,TEL-PPO,40.0,1024,baseline,62.72871058480811,54.6875
4308992,TEL-PPO,40.0,1024,baseline,62.72871058480811,54.6875
4313088,TEL-PPO,40.0,1024,baseline,62.75544867850836,54.6875
4313088,TEL-PPO,40.0,1024,baseline,62.75544867850836,54.6875
4313088,TEL-PPO,40.0,1024,baseline,62.75544867850836,54.6875
4317184,TEL-PPO,40.0,1024,baseline,62.8797776130959,54.6875
4317184,TEL-PPO,40.0,1024,baseline,62.8797776130959,54.6875
4317184,TEL-PPO,40.0,1024,baseline,62.8797776130959,54.6875
4321280,TEL-PPO,40.0,1024,baseline,63.07428115839138,54.6875
4321280,TEL-PPO,40.0,1024,baseline,63.07428115839138,54.6875
4321280,TEL-PPO,40.0,1024,baseline,63.07428115839138,54.6875
4325376,TEL-PPO,40.0,1024,baseline,62.79601414408536,54.6875
4325376,TEL-PPO,40.0,1024,baseline,62.79601414408536,54.6875
4325376,TEL-PPO,40.0,1024,baseline,62.79601414408536,54.6875
4329472,TEL-PPO,40.0,1024,baseline,62.86617827601735,54.6875
4329472,TEL-PPO,40.0,1024,baseline,62.86617827601735,54.6875
4329472,TEL-PPO,40.0,1024,baseline,62.86617827601735,54.6875
4333568,TEL-PPO,40.0,1024,baseline,63.16942063206805,54.6875
4333568,TEL-PPO,40.0,1024,baseline,63.16942063206805,54.6875
4333568,TEL-PPO,40.0,1024,baseline,63.16942063206805,54.6875
4337664,TEL-PPO,40.0,1024,baseline,63.303229554556296,54.6875
4337664,TEL-PPO,40.0,1024,baseline,63.303229554556296,54.6875
4337664,TEL-PPO,40.0,1024,baseline,63.303229554556296,54.6875
4341760,TEL-PPO,40.0,1024,baseline,63.32272544503222,54.6875
4341760,TEL-PPO,40.0,1024,baseline,63.32272544503222,54.6875
4341760,TEL-PPO,40.0,1024,baseline,63.32272544503222,54.6875
4345856,TEL-PPO,40.0,1024,baseline,63.208958781324235,54.6875
4345856,TEL-PPO,40.0,1024,baseline,63.208958781324235,54.6875
4345856,TEL-PPO,40.0,1024,baseline,63.208958781324235,54.6875
4349952,TEL-PPO,40.0,1024,baseline,63.3520588641986,54.6875
4349952,TEL-PPO,40.0,1024,baseline,63.3520588641986,54.6875
4349952,TEL-PPO,40.0,1024,baseline,63.3520588641986,54.6875
4354048,TEL-PPO,40.0,1024,baseline,63.59485018998379,54.6875
4354048,TEL-PPO,40.0,1024,baseline,63.59485018998379,54.6875
4354048,TEL-PPO,40.0,1024,baseline,63.59485018998379,54.6875
4358144,TEL-PPO,40.0,1024,baseline,63.664823867380704,54.6875
4358144,TEL-PPO,40.0,1024,baseline,63.664823867380704,54.6875
4358144,TEL-PPO,40.0,1024,baseline,63.664823867380704,54.6875
4362240,TEL-PPO,40.0,1024,baseline,63.596180253196486,54.6875
4362240,TEL-PPO,40.0,1024,baseline,63.596180253196486,54.6875
4362240,TEL-PPO,40.0,1024,baseline,63.596180253196486,54.6875
4366336,TEL-PPO,40.0,1024,baseline,63.57064905250441,54.6875
4366336,TEL-PPO,40.0,1024,baseline,63.57064905250441,54.6875
4366336,TEL-PPO,40.0,1024,baseline,63.57064905250441,54.6875
4370432,TEL-PPO,40.0,1024,baseline,63.7598644373938,54.6875
4370432,TEL-PPO,40.0,1024,baseline,63.7598644373938,54.6875
4370432,TEL-PPO,40.0,1024,baseline,63.7598644373938,54.6875
4374528,TEL-PPO,40.0,1024,baseline,63.39731245487925,54.6875
4374528,TEL-PPO,40.0,1024,baseline,63.39731245487925,54.6875
4374528,TEL-PPO,40.0,1024,baseline,63.39731245487925,54.6875
4378624,TEL-PPO,40.0,1024,baseline,63.76528790080924,54.6875
4378624,TEL-PPO,40.0,1024,baseline,63.76528790080924,54.6875
4378624,TEL-PPO,40.0,1024,baseline,63.76528790080924,54.6875
4382720,TEL-PPO,40.0,1024,baseline,63.51284377975388,54.6875
4382720,TEL-PPO,40.0,1024,baseline,63.51284377975388,54.6875
4382720,TEL-PPO,40.0,1024,baseline,63.51284377975388,54.6875
4386816,TEL-PPO,40.0,1024,baseline,63.32309674564748,54.6875
4386816,TEL-PPO,40.0,1024,baseline,63.32309674564748,54.6875
4386816,TEL-PPO,40.0,1024,baseline,63.32309674564748,54.6875
4390912,TEL-PPO,40.0,1024,baseline,63.32623550388951,54.6875
4390912,TEL-PPO,40.0,1024,baseline,63.32623550388951,54.6875
4390912,TEL-PPO,40.0,1024,baseline,63.32623550388951,54.6875
4395008,TEL-PPO,40.0,1024,baseline,63.12056583352384,54.6875
4395008,TEL-PPO,40.0,1024,baseline,63.12056583352384,54.6875
4395008,TEL-PPO,40.0,1024,baseline,63.12056583352384,54.6875
4399104,TEL-PPO,40.0,1024,baseline,63.29048095503828,54.6875
4399104,TEL-PPO,40.0,1024,baseline,63.29048095503828,54.6875
4399104,TEL-PPO,40.0,1024,baseline,63.29048095503828,54.6875
4403200,TEL-PPO,40.0,1024,baseline,63.7187748434953,54.6875
4403200,TEL-PPO,40.0,1024,baseline,63.7187748434953,54.6875
4403200,TEL-PPO,40.0,1024,baseline,63.7187748434953,54.6875
4407296,TEL-PPO,40.0,1024,baseline,63.86890499712905,54.6875
4407296,TEL-PPO,40.0,1024,baseline,63.86890499712905,54.6875
4407296,TEL-PPO,40.0,1024,baseline,63.86890499712905,54.6875
4411392,TEL-PPO,40.0,1024,baseline,63.89151809783648,54.6875
4411392,TEL-PPO,40.0,1024,baseline,63.89151809783648,54.6875
4411392,TEL-PPO,40.0,1024,baseline,63.89151809783648,54.6875
4415488,TEL-PPO,40.0,1024,baseline,64.16427838429806,54.6875
4415488,TEL-PPO,40.0,1024,baseline,64.16427838429806,54.6875
4415488,TEL-PPO,40.0,1024,baseline,64.16427838429806,54.6875
4419584,TEL-PPO,40.0,1024,baseline,64.20382099179534,54.6875
4419584,TEL-PPO,40.0,1024,baseline,64.20382099179534,54.6875
4419584,TEL-PPO,40.0,1024,baseline,64.20382099179534,54.6875
4423680,TEL-PPO,40.0,1024,baseline,64.0775925284253,54.6875
4423680,TEL-PPO,40.0,1024,baseline,64.0775925284253,54.6875
4423680,TEL-PPO,40.0,1024,baseline,64.0775925284253,54.6875
4427776,TEL-PPO,40.0,1024,baseline,64.10699811950329,54.6875
4427776,TEL-PPO,40.0,1024,baseline,64.10699811950329,54.6875
4427776,TEL-PPO,40.0,1024,baseline,64.10699811950329,54.6875
4431872,TEL-PPO,40.0,1024,baseline,64.10496442765003,54.6875
4431872,TEL-PPO,40.0,1024,baseline,64.10496442765003,54.6875
4431872,TEL-PPO,40.0,1024,baseline,64.10496442765003,54.6875
4435968,TEL-PPO,40.0,1024,baseline,64.29749070573607,54.6875
4435968,TEL-PPO,40.0,1024,baseline,64.29749070573607,54.6875
4435968,TEL-PPO,40.0,1024,baseline,64.29749070573607,54.6875
4440064,TEL-PPO,40.0,1024,baseline,64.39599132724112,54.6875
4440064,TEL-PPO,40.0,1024,baseline,64.39599132724112,54.6875
4440064,TEL-PPO,40.0,1024,baseline,64.39599132724112,54.6875
4444160,TEL-PPO,40.0,1024,baseline,64.23540455661725,54.6875
4444160,TEL-PPO,40.0,1024,baseline,64.23540455661725,54.6875
4444160,TEL-PPO,40.0,1024,baseline,64.23540455661725,54.6875
4448256,TEL-PPO,40.0,1024,baseline,64.22383285546682,54.6875
4448256,TEL-PPO,40.0,1024,baseline,64.22383285546682,54.6875
4448256,TEL-PPO,40.0,1024,baseline,64.22383285546682,54.6875
4452352,TEL-PPO,40.0,1024,baseline,64.16339844232414,54.6875
4452352,TEL-PPO,40.0,1024,baseline,64.16339844232414,54.6875
4452352,TEL-PPO,40.0,1024,baseline,64.16339844232414,54.6875
4456448,TEL-PPO,40.0,1024,baseline,64.35217669187097,54.6875
4456448,TEL-PPO,40.0,1024,baseline,64.35217669187097,54.6875
4456448,TEL-PPO,40.0,1024,baseline,64.35217669187097,54.6875
4460544,TEL-PPO,40.0,1024,baseline,64.09346520574755,54.6875
4460544,TEL-PPO,40.0,1024,baseline,64.09346520574755,54.6875
4460544,TEL-PPO,40.0,1024,baseline,64.09346520574755,54.6875
4464640,TEL-PPO,40.0,1024,baseline,64.09328963793806,54.6875
4464640,TEL-PPO,40.0,1024,baseline,64.09328963793806,54.6875
4464640,TEL-PPO,40.0,1024,baseline,64.09328963793806,54.6875
4468736,TEL-PPO,40.0,1024,baseline,64.24844583123917,54.6875
4468736,TEL-PPO,40.0,1024,baseline,64.24844583123917,54.6875
4468736,TEL-PPO,40.0,1024,baseline,64.24844583123917,54.6875
4472832,TEL-PPO,40.0,1024,baseline,64.46202255412933,54.6875
4472832,TEL-PPO,40.0,1024,baseline,64.46202255412933,54.6875
4472832,TEL-PPO,40.0,1024,baseline,64.46202255412933,54.6875
4476928,TEL-PPO,40.0,1024,baseline,64.62620062194759,54.6875
4476928,TEL-PPO,40.0,1024,baseline,64.62620062194759,54.6875
4476928,TEL-PPO,40.0,1024,baseline,64.62620062194759,54.6875
4481024,TEL-PPO,40.0,1024,baseline,64.70787553489204,54.6875
4481024,TEL-PPO,40.0,1024,baseline,64.70787553489204,54.6875
4481024,TEL-PPO,40.0,1024,baseline,64.70787553489204,54.6875
4485120,TEL-PPO,40.0,1024,baseline,64.71560519607738,54.6875
4485120,TEL-PPO,40.0,1024,baseline,64.71560519607738,54.6875
4485120,TEL-PPO,40.0,1024,baseline,64.71560519607738,54.6875
4489216,TEL-PPO,40.0,1024,baseline,64.55102894501755,54.6875
4489216,TEL-PPO,40.0,1024,baseline,64.55102894501755,54.6875
4489216,TEL-PPO,40.0,1024,baseline,64.55102894501755,54.6875
4493312,TEL-PPO,40.0,1024,baseline,64.34673481713972,54.6875
4493312,TEL-PPO,40.0,1024,baseline,64.34673481713972,54.6875
4493312,TEL-PPO,40.0,1024,baseline,64.34673481713972,54.6875
4497408,TEL-PPO,40.0,1024,baseline,64.24378308746952,54.6875
4497408,TEL-PPO,40.0,1024,baseline,64.24378308746952,54.6875
4497408,TEL-PPO,40.0,1024,baseline,64.24378308746952,54.6875
4501504,TEL-PPO,40.0,1024,baseline,64.47499217232675,54.6875
4501504,TEL-PPO,40.0,1024,baseline,64.47499217232675,54.6875
4501504,TEL-PPO,40.0,1024,baseline,64.47499217232675,54.6875
4505600,TEL-PPO,40.0,1024,baseline,64.40231119608498,54.6875
4505600,TEL-PPO,40.0,1024,baseline,64.40231119608498,54.6875
4505600,TEL-PPO,40.0,1024,baseline,64.40231119608498,54.6875
4509696,TEL-PPO,40.0,1024,baseline,64.10657837055614,54.6875
4509696,TEL-PPO,40.0,1024,baseline,64.10657837055614,54.6875
4509696,TEL-PPO,40.0,1024,baseline,64.10657837055614,54.6875
4513792,TEL-PPO,40.0,1024,baseline,64.3444957467726,54.6875
4513792,TEL-PPO,40.0,1024,baseline,64.3444957467726,54.6875
4513792,TEL-PPO,40.0,1024,baseline,64.3444957467726,54.6875
4517888,TEL-PPO,40.0,1024,baseline,64.21520714880903,54.6875
4517888,TEL-PPO,40.0,1024,baseline,64.21520714880903,54.6875
4517888,TEL-PPO,40.0,1024,baseline,64.21520714880903,54.6875
4521984,TEL-PPO,40.0,1024,baseline,64.21709318505611,54.6875
4521984,TEL-PPO,40.0,1024,baseline,64.21709318505611,54.6875
4521984,TEL-PPO,40.0,1024,baseline,64.21709318505611,54.6875
4526080,TEL-PPO,40.0,1024,baseline,64.23492060415427,54.6875
4526080,TEL-PPO,40.0,1024,baseline,64.23492060415427,54.6875
4526080,TEL-PPO,40.0,1024,baseline,64.23492060415427,54.6875
4530176,TEL-PPO,40.0,1024,baseline,64.1281164814717,54.6875
4530176,TEL-PPO,40.0,1024,baseline,64.1281164814717,54.6875
4530176,TEL-PPO,40.0,1024,baseline,64.1281164814717,54.6875
4534272,TEL-PPO,40.0,1024,baseline,64.20678826328367,54.6875
4534272,TEL-PPO,40.0,1024,baseline,64.20678826328367,54.6875
4534272,TEL-PPO,40.0,1024,baseline,64.20678826328367,54.6875
4538368,TEL-PPO,40.0,1024,baseline,64.00394773110754,54.6875
4538368,TEL-PPO,40.0,1024,baseline,64.00394773110754,54.6875
4538368,TEL-PPO,40.0,1024,baseline,64.00394773110754,54.6875
4542464,TEL-PPO,40.0,1024,baseline,64.19718547584478,54.6875
4542464,TEL-PPO,40.0,1024,baseline,64.19718547584478,54.6875
4542464,TEL-PPO,40.0,1024,baseline,64.19718547584478,54.6875
4546560,TEL-PPO,40.0,1024,baseline,64.05219352385032,54.6875
4546560,TEL-PPO,40.0,1024,baseline,64.05219352385032,54.6875
4546560,TEL-PPO,40.0,1024,baseline,64.05219352385032,54.6875
4550656,TEL-PPO,40.0,1024,baseline,64.13703211164099,54.6875
4550656,TEL-PPO,40.0,1024,baseline,64.13703211164099,54.6875
4550656,TEL-PPO,40.0,1024,baseline,64.13703211164099,54.6875
4554752,TEL-PPO,40.0,1024,baseline,63.72230395860973,54.6875
4554752,TEL-PPO,40.0,1024,baseline,63.72230395860973,54.6875
4554752,TEL-PPO,40.0,1024,baseline,63.72230395860973,54.6875
4558848,TEL-PPO,40.0,1024,baseline,64.08319350238885,54.6875
4558848,TEL-PPO,40.0,1024,baseline,64.08319350238885,54.6875
4558848,TEL-PPO,40.0,1024,baseline,64.08319350238885,54.6875
4562944,TEL-PPO,40.0,1024,baseline,63.72558955848227,54.6875
4562944,TEL-PPO,40.0,1024,baseline,63.72558955848227,54.6875
4562944,TEL-PPO,40.0,1024,baseline,63.72558955848227,54.6875
4567040,TEL-PPO,40.0,1024,baseline,63.71315174037595,54.6875
4567040,TEL-PPO,40.0,1024,baseline,63.71315174037595,54.6875
4567040,TEL-PPO,40.0,1024,baseline,63.71315174037595,54.6875
4571136,TEL-PPO,40.0,1024,baseline,63.92293175077063,54.6875
4571136,TEL-PPO,40.0,1024,baseline,63.92293175077063,54.6875
4571136,TEL-PPO,40.0,1024,baseline,63.92293175077063,54.6875
4575232,TEL-PPO,40.0,1024,baseline,64.11628415016465,54.6875
4575232,TEL-PPO,40.0,1024,baseline,64.11628415016465,54.6875
4575232,TEL-PPO,40.0,1024,baseline,64.11628415016465,54.6875
4579328,TEL-PPO,40.0,1024,baseline,64.0573013587854,54.6875
4579328,TEL-PPO,40.0,1024,baseline,64.0573013587854,54.6875
4579328,TEL-PPO,40.0,1024,baseline,64.0573013587854,54.6875
4583424,TEL-PPO,40.0,1024,baseline,63.99171472992756,54.6875
4583424,TEL-PPO,40.0,1024,baseline,63.99171472992756,54.6875
4583424,TEL-PPO,40.0,1024,baseline,63.99171472992756,54.6875
4587520,TEL-PPO,40.0,1024,baseline,64.11528746970001,54.6875
4587520,TEL-PPO,40.0,1024,baseline,64.11528746970001,54.6875
4587520,TEL-PPO,40.0,1024,baseline,64.11528746970001,54.6875
4591616,TEL-PPO,40.0,1024,baseline,63.74160520359872,54.6875
4591616,TEL-PPO,40.0,1024,baseline,63.74160520359872,54.6875
4591616,TEL-PPO,40.0,1024,baseline,63.74160520359872,54.6875
4595712,TEL-PPO,40.0,1024,baseline,63.73910221690316,54.6875
4595712,TEL-PPO,40.0,1024,baseline,63.73910221690316,54.6875
4595712,TEL-PPO,40.0,1024,baseline,63.73910221690316,54.6875
4599808,TEL-PPO,40.0,1024,baseline,63.63076379941777,54.6875
4599808,TEL-PPO,40.0,1024,baseline,63.63076379941777,54.6875
4599808,TEL-PPO,40.0,1024,baseline,63.63076379941777,54.6875
4603904,TEL-PPO,40.0,1024,baseline,63.536513995844786,54.6875
4603904,TEL-PPO,40.0,1024,baseline,63.536513995844786,54.6875
4603904,TEL-PPO,40.0,1024,baseline,63.536513995844786,54.6875
4608000,TEL-PPO,40.0,1024,baseline,63.58615350676702,54.6875
4608000,TEL-PPO,40.0,1024,baseline,63.58615350676702,54.6875
4608000,TEL-PPO,40.0,1024,baseline,63.58615350676702,54.6875
4612096,TEL-PPO,40.0,1024,baseline,63.343321774154916,54.6875
4612096,TEL-PPO,40.0,1024,baseline,63.343321774154916,54.6875
4612096,TEL-PPO,40.0,1024,baseline,63.343321774154916,54.6875
4616192,TEL-PPO,40.0,1024,baseline,63.27327189594504,54.6875
4616192,TEL-PPO,40.0,1024,baseline,63.27327189594504,54.6875
4616192,TEL-PPO,40.0,1024,baseline,63.27327189594504,54.6875
4620288,TEL-PPO,40.0,1024,baseline,63.471208013594094,54.6875
4620288,TEL-PPO,40.0,1024,baseline,63.471208013594094,54.6875
4620288,TEL-PPO,40.0,1024,baseline,63.471208013594094,54.6875
4624384,TEL-PPO,40.0,1024,baseline,63.532976960763406,54.6875
4624384,TEL-PPO,40.0,1024,baseline,63.532976960763406,54.6875
4624384,TEL-PPO,40.0,1024,baseline,63.532976960763406,54.6875
4628480,TEL-PPO,40.0,1024,baseline,63.47761701652783,54.6875
4628480,TEL-PPO,40.0,1024,baseline,63.47761701652783,54.6875
4628480,TEL-PPO,40.0,1024,baseline,63.47761701652783,54.6875
4632576,TEL-PPO,40.0,1024,baseline,63.62775669805704,54.6875
4632576,TEL-PPO,40.0,1024,baseline,63.62775669805704,54.6875
4632576,TEL-PPO,40.0,1024,baseline,63.62775669805704,54.6875
4636672,TEL-PPO,40.0,1024,baseline,63.37116050301127,54.6875
4636672,TEL-PPO,40.0,1024,baseline,63.37116050301127,54.6875
4636672,TEL-PPO,40.0,1024,baseline,63.37116050301127,54.6875
4640768,TEL-PPO,40.0,1024,baseline,63.4369714767672,54.6875
4640768,TEL-PPO,40.0,1024,baseline,63.4369714767672,54.6875
4640768,TEL-PPO,40.0,1024,baseline,63.4369714767672,54.6875
4644864,TEL-PPO,40.0,1024,baseline,63.272932907100824,54.6875
4644864,TEL-PPO,40.0,1024,baseline,63.272932907100824,54.6875
4644864,TEL-PPO,40.0,1024,baseline,63.272932907100824,54.6875
4648960,TEL-PPO,40.0,1024,baseline,63.09519772045313,54.6875
4648960,TEL-PPO,40.0,1024,baseline,63.09519772045313,54.6875
4648960,TEL-PPO,40.0,1024,baseline,63.09519772045313,54.6875
4653056,TEL-PPO,40.0,1024,baseline,63.032622903585455,54.6875
4653056,TEL-PPO,40.0,1024,baseline,63.032622903585455,54.6875
4653056,TEL-PPO,40.0,1024,baseline,63.032622903585455,54.6875
4657152,TEL-PPO,40.0,1024,baseline,63.169449371751355,54.6875
4657152,TEL-PPO,40.0,1024,baseline,63.169449371751355,54.6875
4657152,TEL-PPO,40.0,1024,baseline,63.169449371751355,54.6875
4661248,TEL-PPO,40.0,1024,baseline,63.07402280159292,54.6875
4661248,TEL-PPO,40.0,1024,baseline,63.07402280159292,54.6875
4661248,TEL-PPO,40.0,1024,baseline,63.07402280159292,54.6875
4665344,TEL-PPO,40.0,1024,baseline,63.18661822937432,54.6875
4665344,TEL-PPO,40.0,1024,baseline,63.18661822937432,54.6875
4665344,TEL-PPO,40.0,1024,baseline,63.18661822937432,54.6875
4669440,TEL-PPO,40.0,1024,baseline,63.32786915590985,54.6875
4669440,TEL-PPO,40.0,1024,baseline,63.32786915590985,54.6875
4669440,TEL-PPO,40.0,1024,baseline,63.32786915590985,54.6875
4673536,TEL-PPO,40.0,1024,baseline,62.81165090436123,54.6875
4673536,TEL-PPO,40.0,1024,baseline,62.81165090436123,54.6875
4673536,TEL-PPO,40.0,1024,baseline,62.81165090436123,54.6875
4677632,TEL-PPO,40.0,1024,baseline,63.22235657367865,54.6875
4677632,TEL-PPO,40.0,1024,baseline,63.22235657367865,54.6875
4677632,TEL-PPO,40.0,1024,baseline,63.22235657367865,54.6875
4681728,TEL-PPO,40.0,1024,baseline,62.98061528429383,54.6875
4681728,TEL-PPO,40.0,1024,baseline,62.98061528429383,54.6875
4681728,TEL-PPO,40.0,1024,baseline,62.98061528429383,54.6875
4685824,TEL-PPO,40.0,1024,baseline,63.361728245392534,54.6875
4685824,TEL-PPO,40.0,1024,baseline,63.361728245392534,54.6875
4685824,TEL-PPO,40.0,1024,baseline,63.361728245392534,54.6875
4689920,TEL-PPO,40.0,1024,baseline,63.126284380909055,54.6875
4689920,TEL-PPO,40.0,1024,baseline,63.126284380909055,54.6875
4689920,TEL-PPO,40.0,1024,baseline,63.126284380909055,54.6875
4694016,TEL-PPO,40.0,1024,baseline,63.26049287710341,54.6875
4694016,TEL-PPO,40.0,1024,baseline,63.26049287710341,54.6875
4694016,TEL-PPO,40.0,1024,baseline,63.26049287710341,54.6875
4698112,TEL-PPO,40.0,1024,baseline,63.034723792690755,54.6875
4698112,TEL-PPO,40.0,1024,baseline,63.034723792690755,54.6875
4698112,TEL-PPO,40.0,1024,baseline,63.034723792690755,54.6875
4702208,TEL-PPO,40.0,1024,baseline,63.0348233757541,54.6875
4702208,TEL-PPO,40.0,1024,baseline,63.0348233757541,54.6875
4702208,TEL-PPO,40.0,1024,baseline,63.0348233757541,54.6875
4706304,TEL-PPO,40.0,1024,baseline,62.898361068684565,54.6875
4706304,TEL-PPO,40.0,1024,baseline,62.898361068684565,54.6875
4706304,TEL-PPO,40.0,1024,baseline,62.898361068684565,54.6875
4710400,TEL-PPO,40.0,1024,baseline,62.85894835414362,54.6875
4710400,TEL-PPO,40.0,1024,baseline,62.85894835414362,54.6875
4710400,TEL-PPO,40.0,1024,baseline,62.85894835414362,54.6875
4714496,TEL-PPO,40.0,1024,baseline,62.93065931415187,54.6875
4714496,TEL-PPO,40.0,1024,baseline,62.93065931415187,54.6875
